Survey Name RA Dec
AUXTEL_DRP_IMAGING SDSS-J081508_019 08:14:23.29 +07:20:28.99
AUXTEL_DRP_IMAGING SDSS-J081508_020 08:14:46.04 +07:20:28.99
AUXTEL_DRP_IMAGING SDSS-J081508_021 08:15:08.78 +07:20:28.99
AUXTEL_DRP_IMAGING SDSS-J081508_022 08:15:31.52 +07:20:28.99
AUXTEL_DRP_IMAGING SDSS-J081508_023 08:15:54.26 +07:20:28.99
AUXTEL_DRP_IMAGING SDSS-J081508_024 08:16:17.01 +07:20:28.99
AUXTEL_DRP_IMAGING SDSS-J081508_025 08:13:37.78 +07:26:07.38
AUXTEL_DRP_IMAGING SDSS-J081508_026 08:14:00.53 +07:26:07.38
AUXTEL_DRP_IMAGING SDSS-J081508_027 08:14:23.28 +07:26:07.38
AUXTEL_DRP_IMAGING SDSS-J081508_028 08:14:46.03 +07:26:07.38
AUXTEL_DRP_IMAGING SDSS-J081508_029 08:15:08.78 +07:26:07.38
AUXTEL_DRP_IMAGING SDSS-J081508_030 08:15:31.53 +07:26:07.38
AUXTEL_DRP_IMAGING SDSS-J081508_031 08:15:54.28 +07:26:07.38
AUXTEL_DRP_IMAGING SDSS-J081508_032 08:16:17.03 +07:26:07.38
AUXTEL_DRP_IMAGING SDSS-J081508_033 08:13:37.78 +07:31:45.77
AUXTEL_DRP_IMAGING SDSS-J081508_034 08:14:00.53 +07:31:45.77
AUXTEL_DRP_IMAGING SDSS-J081508_035 08:14:23.28 +07:31:45.77
AUXTEL_DRP_IMAGING SDSS-J081508_036 08:14:46.03 +07:31:45.77
AUXTEL_DRP_IMAGING SDSS-J081508_037 08:15:08.78 +07:31:45.77
AUXTEL_DRP_IMAGING SDSS-J081508_038 08:15:31.53 +07:31:45.77
AUXTEL_DRP_IMAGING SDSS-J081508_039 08:15:54.28 +07:31:45.77
AUXTEL_DRP_IMAGING SDSS-J081508_040 08:16:17.03 +07:31:45.77
AUXTEL_DRP_IMAGING SDSS-J081508_041 08:13:37.76 +07:37:24.16
AUXTEL_DRP_IMAGING SDSS-J081508_042 08:14:00.51 +07:37:24.16
AUXTEL_DRP_IMAGING SDSS-J081508_043 08:14:23.27 +07:37:24.16
AUXTEL_DRP_IMAGING SDSS-J081508_044 08:14:46.02 +07:37:24.16
AUXTEL_DRP_IMAGING SDSS-J081508_045 08:15:08.78 +07:37:24.16
AUXTEL_DRP_IMAGING SDSS-J081508_046 08:15:31.53 +07:37:24.16
AUXTEL_DRP_IMAGING SDSS-J081508_047 08:15:54.29 +07:37:24.16
AUXTEL_DRP_IMAGING SDSS-J081508_048 08:16:17.04 +07:37:24.16
AUXTEL_DRP_IMAGING SDSS-J081508_049 08:13:37.74 +07:43:02.55
AUXTEL_DRP_IMAGING SDSS-J081508_050 08:14:00.50 +07:43:02.55
AUXTEL_DRP_IMAGING SDSS-J081508_051 08:14:23.26 +07:43:02.55
AUXTEL_DRP_IMAGING SDSS-J081508_052 08:14:46.02 +07:43:02.55
AUXTEL_DRP_IMAGING SDSS-J081508_053 08:15:08.78 +07:43:02.55
AUXTEL_DRP_IMAGING SDSS-J081508_054 08:15:31.54 +07:43:02.55
AUXTEL_DRP_IMAGING SDSS-J081508_055 08:15:54.30 +07:43:02.55
AUXTEL_DRP_IMAGING SDSS-J081508_056 08:16:17.06 +07:43:02.55
AUXTEL_DRP_IMAGING SDSS-J081508_057 08:13:37.71 +07:48:40.94
AUXTEL_DRP_IMAGING SDSS-J081508_058 08:14:00.48 +07:48:40.94
AUXTEL_DRP_IMAGING SDSS-J081508_059 08:14:23.25 +07:48:40.94
AUXTEL_DRP_IMAGING SDSS-J081508_060 08:14:46.01 +07:48:40.94
AUXTEL_DRP_IMAGING SDSS-J081508_061 08:15:08.78 +07:48:40.94
AUXTEL_DRP_IMAGING SDSS-J081508_062 08:15:31.55 +07:48:40.94
AUXTEL_DRP_IMAGING SDSS-J081508_063 08:15:54.31 +07:48:40.94
AUXTEL_DRP_IMAGING SDSS-J081508_064 08:16:17.08 +07:48:40.94
AUXTEL_DRP_IMAGING E5-A_001 12:01:50.34 -45:52:43.20
AUXTEL_DRP_IMAGING E5-A_002 12:02:22.75 -45:52:43.20
AUXTEL_DRP_IMAGING E5-A_003 12:02:55.17 -45:52:43.20
AUXTEL_DRP_IMAGING E5-A_004 12:03:27.58 -45:52:43.20
AUXTEL_DRP_IMAGING E5-A_005 12:04:00.00 -45:52:43.20
AUXTEL_DRP_IMAGING E5-A_006 12:04:32.42 -45:52:43.20
AUXTEL_DRP_IMAGING E5-A_007 12:05:04.83 -45:52:43.20
AUXTEL_DRP_IMAGING E5-A_008 12:05:37.25 -45:52:43.20
AUXTEL_DRP_IMAGING E5-A_009 12:01:50.34 -45:47:02.40
AUXTEL_DRP_IMAGING E5-A_010 12:02:22.75 -45:47:02.40
AUXTEL_DRP_IMAGING E5-A_011 12:02:55.17 -45:47:02.40
AUXTEL_DRP_IMAGING E5-A_012 12:03:27.58 -45:47:02.40
AUXTEL_DRP_IMAGING E5-A_013 12:04:00.00 -45:47:02.40
AUXTEL_DRP_IMAGING E5-A_014 12:04:32.42 -45:47:02.40
AUXTEL_DRP_IMAGING E5-A_015 12:05:04.83 -45:47:02.40
AUXTEL_DRP_IMAGING E5-A_016 12:05:37.25 -45:47:02.40
AUXTEL_DRP_IMAGING E5-A_017 12:01:50.34 -45:41:21.60
AUXTEL_DRP_IMAGING E5-A_018 12:02:22.75 -45:41:21.60
AUXTEL_DRP_IMAGING E5-A_019 12:02:55.17 -45:41:21.60
AUXTEL_DRP_IMAGING E5-A_020 12:03:27.58 -45:41:21.60
AUXTEL_DRP_IMAGING E5-A_021 12:04:00.00 -45:41:21.60
AUXTEL_DRP_IMAGING E5-A_022 12:04:32.42 -45:41:21.60
AUXTEL_DRP_IMAGING E5-A_023 12:05:04.83 -45:41:21.60
AUXTEL_DRP_IMAGING E5-A_024 12:05:37.25 -45:41:21.60
AUXTEL_DRP_IMAGING E5-A_025 12:01:50.34 -45:35:40.80
AUXTEL_DRP_IMAGING E5-A_026 12:02:22.75 -45:35:40.80
AUXTEL_DRP_IMAGING E5-A_027 12:02:55.17 -45:35:40.80
AUXTEL_DRP_IMAGING E5-A_028 12:03:27.58 -45:35:40.80
AUXTEL_DRP_IMAGING E5-A_029 12:04:00.00 -45:35:40.80
AUXTEL_DRP_IMAGING E5-A_030 12:04:32.42 -45:35:40.80
AUXTEL_DRP_IMAGING E5-A_031 12:05:04.83 -45:35:40.80
AUXTEL_DRP_IMAGING E5-A_032 12:05:37.25 -45:35:40.80
AUXTEL_DRP_IMAGING E5-A_033 12:01:50.34 -45:30:00.00
AUXTEL_DRP_IMAGING E5-A_034 12:02:22.75 -45:30:00.00
AUXTEL_DRP_IMAGING E5-A_035 12:02:55.17 -45:30:00.00
AUXTEL_DRP_IMAGING E5-A_036 12:03:27.58 -45:30:00.00
AUXTEL_DRP_IMAGING E5-A_037 12:04:00.00 -45:30:00.00
AUXTEL_DRP_IMAGING E5-A_038 12:04:32.42 -45:30:00.00
AUXTEL_DRP_IMAGING E5-A_039 12:05:04.83 -45:30:00.00
AUXTEL_DRP_IMAGING E5-A_040 12:05:37.25 -45:30:00.00
AUXTEL_DRP_IMAGING E5-A_041 12:01:50.34 -45:24:19.20
AUXTEL_DRP_IMAGING E5-A_042 12:02:22.75 -45:24:19.20
AUXTEL_DRP_IMAGING E5-A_043 12:02:55.17 -45:24:19.20
AUXTEL_DRP_IMAGING E5-A_044 12:03:27.58 -45:24:19.20
AUXTEL_DRP_IMAGING E5-A_045 12:04:00.00 -45:24:19.20
AUXTEL_DRP_IMAGING E5-A_046 12:04:32.42 -45:24:19.20
AUXTEL_DRP_IMAGING E5-A_047 12:05:04.83 -45:24:19.20
AUXTEL_DRP_IMAGING E5-A_048 12:05:37.25 -45:24:19.20
AUXTEL_DRP_IMAGING E5-A_049 12:01:50.34 -45:18:38.40
AUXTEL_DRP_IMAGING E5-A_050 12:02:22.75 -45:18:38.40
AUXTEL_DRP_IMAGING E5-A_051 12:02:55.17 -45:18:38.40
AUXTEL_DRP_IMAGING E5-A_052 12:03:27.58 -45:18:38.40
AUXTEL_DRP_IMAGING E5-A_053 12:04:00.00 -45:18:38.40
AUXTEL_DRP_IMAGING E5-A_054 12:04:32.42 -45:18:38.40
AUXTEL_DRP_IMAGING E5-A_055 12:05:04.83 -45:18:38.40
AUXTEL_DRP_IMAGING E5-A_056 12:05:37.25 -45:18:38.40
AUXTEL_DRP_IMAGING E5-A_057 12:01:50.34 -45:12:57.60
AUXTEL_DRP_IMAGING E5-A_058 12:02:22.75 -45:12:57.60
AUXTEL_DRP_IMAGING E5-A_059 12:02:55.17 -45:12:57.60
AUXTEL_DRP_IMAGING E5-A_060 12:03:27.58 -45:12:57.60
AUXTEL_DRP_IMAGING E5-A_061 12:04:00.00 -45:12:57.60
AUXTEL_DRP_IMAGING E5-A_062 12:04:32.42 -45:12:57.60
AUXTEL_DRP_IMAGING E5-A_063 12:05:04.83 -45:12:57.60
AUXTEL_DRP_IMAGING E5-A_064 12:05:37.25 -45:12:57.60
AUXTEL_DRP_IMAGING PSJ1606-2333_001 16:04:21.47 -23:55:55.63
AUXTEL_DRP_IMAGING PSJ1606-2333_002 16:04:46.16 -23:55:55.63
AUXTEL_DRP_IMAGING PSJ1606-2333_003 16:05:10.84 -23:55:55.63
AUXTEL_DRP_IMAGING PSJ1606-2333_004 16:05:35.53 -23:55:55.63
AUXTEL_DRP_IMAGING PSJ1606-2333_005 16:06:00.22 -23:55:55.63
AUXTEL_DRP_IMAGING PSJ1606-2333_006 16:06:24.90 -23:55:55.63
AUXTEL_DRP_IMAGING PSJ1606-2333_007 16:06:49.59 -23:55:55.63
AUXTEL_DRP_IMAGING PSJ1606-2333_008 16:07:14.27 -23:55:55.63
AUXTEL_DRP_IMAGING PSJ1606-2333_009 16:04:21.53 -23:50:17.20
AUXTEL_DRP_IMAGING PSJ1606-2333_010 16:04:46.20 -23:50:17.20
AUXTEL_DRP_IMAGING PSJ1606-2333_011 16:05:10.87 -23:50:17.20
AUXTEL_DRP_IMAGING PSJ1606-2333_012 16:05:35.54 -23:50:17.20
AUXTEL_DRP_IMAGING PSJ1606-2333_013 16:06:00.22 -23:50:17.20
AUXTEL_DRP_IMAGING PSJ1606-2333_014 16:06:24.89 -23:50:17.20
AUXTEL_DRP_IMAGING PSJ1606-2333_015 16:06:49.56 -23:50:17.20
AUXTEL_DRP_IMAGING PSJ1606-2333_016 16:07:14.23 -23:50:17.20
AUXTEL_DRP_IMAGING PSJ1606-2333_017 16:04:21.61 -23:44:38.77
AUXTEL_DRP_IMAGING PSJ1606-2333_018 16:04:46.26 -23:44:38.77
AUXTEL_DRP_IMAGING PSJ1606-2333_019 16:05:10.92 -23:44:38.77
AUXTEL_DRP_IMAGING PSJ1606-2333_020 16:05:35.57 -23:44:38.77
AUXTEL_DRP_IMAGING PSJ1606-2333_021 16:06:00.22 -23:44:38.77
AUXTEL_DRP_IMAGING PSJ1606-2333_022 16:06:24.87 -23:44:38.77
AUXTEL_DRP_IMAGING PSJ1606-2333_023 16:06:49.52 -23:44:38.77
AUXTEL_DRP_IMAGING PSJ1606-2333_024 16:07:14.17 -23:44:38.77
AUXTEL_DRP_IMAGING PSJ1606-2333_025 16:04:21.67 -23:39:00.34
AUXTEL_DRP_IMAGING PSJ1606-2333_026 16:04:46.31 -23:39:00.34
AUXTEL_DRP_IMAGING PSJ1606-2333_027 16:05:10.94 -23:39:00.34
AUXTEL_DRP_IMAGING PSJ1606-2333_028 16:05:35.58 -23:39:00.34
AUXTEL_DRP_IMAGING PSJ1606-2333_029 16:06:00.22 -23:39:00.34
AUXTEL_DRP_IMAGING PSJ1606-2333_030 16:06:24.85 -23:39:00.34
AUXTEL_DRP_IMAGING PSJ1606-2333_031 16:06:49.49 -23:39:00.34
AUXTEL_DRP_IMAGING PSJ1606-2333_032 16:07:14.13 -23:39:00.34
AUXTEL_DRP_IMAGING PSJ1606-2333_033 16:04:21.75 -23:33:21.91
AUXTEL_DRP_IMAGING PSJ1606-2333_034 16:04:46.37 -23:33:21.91
AUXTEL_DRP_IMAGING PSJ1606-2333_035 16:05:10.99 -23:33:21.91
AUXTEL_DRP_IMAGING PSJ1606-2333_036 16:05:35.60 -23:33:21.91
AUXTEL_DRP_IMAGING PSJ1606-2333_037 16:06:00.22 -23:33:21.91
AUXTEL_DRP_IMAGING PSJ1606-2333_038 16:06:24.83 -23:33:21.91
AUXTEL_DRP_IMAGING PSJ1606-2333_039 16:06:49.45 -23:33:21.91
AUXTEL_DRP_IMAGING PSJ1606-2333_040 16:07:14.06 -23:33:21.91
AUXTEL_DRP_IMAGING PSJ1606-2333_041 16:04:21.81 -23:27:43.48
AUXTEL_DRP_IMAGING PSJ1606-2333_042 16:04:46.41 -23:27:43.48
AUXTEL_DRP_IMAGING PSJ1606-2333_043 16:05:11.01 -23:27:43.48
AUXTEL_DRP_IMAGING PSJ1606-2333_044 16:05:35.61 -23:27:43.48
AUXTEL_DRP_IMAGING PSJ1606-2333_045 16:06:00.22 -23:27:43.48
AUXTEL_DRP_IMAGING PSJ1606-2333_046 16:06:24.82 -23:27:43.48
AUXTEL_DRP_IMAGING PSJ1606-2333_047 16:06:49.42 -23:27:43.48
AUXTEL_DRP_IMAGING PSJ1606-2333_048 16:07:14.02 -23:27:43.48
AUXTEL_DRP_IMAGING PSJ1606-2333_049 16:04:21.89 -23:22:05.05
AUXTEL_DRP_IMAGING PSJ1606-2333_050 16:04:46.47 -23:22:05.05
AUXTEL_DRP_IMAGING PSJ1606-2333_051 16:05:11.06 -23:22:05.05
AUXTEL_DRP_IMAGING PSJ1606-2333_052 16:05:35.64 -23:22:05.05
AUXTEL_DRP_IMAGING PSJ1606-2333_053 16:06:00.22 -23:22:05.05
AUXTEL_DRP_IMAGING PSJ1606-2333_054 16:06:24.80 -23:22:05.05
AUXTEL_DRP_IMAGING PSJ1606-2333_055 16:06:49.38 -23:22:05.05
AUXTEL_DRP_IMAGING PSJ1606-2333_056 16:07:13.96 -23:22:05.05
AUXTEL_DRP_IMAGING PSJ1606-2333_057 16:04:21.95 -23:16:26.62
AUXTEL_DRP_IMAGING PSJ1606-2333_058 16:04:46.52 -23:16:26.62
AUXTEL_DRP_IMAGING PSJ1606-2333_059 16:05:11.08 -23:16:26.62
AUXTEL_DRP_IMAGING PSJ1606-2333_060 16:05:35.65 -23:16:26.62
AUXTEL_DRP_IMAGING PSJ1606-2333_061 16:06:00.22 -23:16:26.62
AUXTEL_DRP_IMAGING PSJ1606-2333_062 16:06:24.78 -23:16:26.62
AUXTEL_DRP_IMAGING PSJ1606-2333_063 16:06:49.35 -23:16:26.62
AUXTEL_DRP_IMAGING PSJ1606-2333_064 16:07:13.92 -23:16:26.62
AUXTEL_DRP_IMAGING VB8_001 16:54:03.98 -08:46:13.69
AUXTEL_DRP_IMAGING VB8_002 16:54:26.81 -08:46:13.69
AUXTEL_DRP_IMAGING VB8_003 16:54:49.64 -08:46:13.69
AUXTEL_DRP_IMAGING VB8_004 16:55:12.47 -08:46:13.69
AUXTEL_DRP_IMAGING VB8_005 16:55:35.29 -08:46:13.69
AUXTEL_DRP_IMAGING VB8_006 16:55:58.12 -08:46:13.69
AUXTEL_DRP_IMAGING VB8_007 16:56:20.95 -08:46:13.69
AUXTEL_DRP_IMAGING VB8_008 16:56:43.77 -08:46:13.69
AUXTEL_DRP_IMAGING VB8_009 16:54:04.01 -08:40:35.28
AUXTEL_DRP_IMAGING VB8_010 16:54:26.83 -08:40:35.28
AUXTEL_DRP_IMAGING VB8_011 16:54:49.65 -08:40:35.28
AUXTEL_DRP_IMAGING VB8_012 16:55:12.47 -08:40:35.28
AUXTEL_DRP_IMAGING VB8_013 16:55:35.29 -08:40:35.28
AUXTEL_DRP_IMAGING VB8_014 16:55:58.11 -08:40:35.28
AUXTEL_DRP_IMAGING VB8_015 16:56:20.93 -08:40:35.28
AUXTEL_DRP_IMAGING VB8_016 16:56:43.75 -08:40:35.28
AUXTEL_DRP_IMAGING VB8_017 16:54:04.03 -08:34:56.87
AUXTEL_DRP_IMAGING VB8_018 16:54:26.85 -08:34:56.87
AUXTEL_DRP_IMAGING VB8_019 16:54:49.66 -08:34:56.87
AUXTEL_DRP_IMAGING VB8_020 16:55:12.48 -08:34:56.87
AUXTEL_DRP_IMAGING VB8_021 16:55:35.29 -08:34:56.87
AUXTEL_DRP_IMAGING VB8_022 16:55:58.11 -08:34:56.87
AUXTEL_DRP_IMAGING VB8_023 16:56:20.92 -08:34:56.87
AUXTEL_DRP_IMAGING VB8_024 16:56:43.74 -08:34:56.87
AUXTEL_DRP_IMAGING VB8_025 16:54:04.06 -08:29:18.46
AUXTEL_DRP_IMAGING VB8_026 16:54:26.87 -08:29:18.46
AUXTEL_DRP_IMAGING VB8_027 16:54:49.67 -08:29:18.46
AUXTEL_DRP_IMAGING VB8_028 16:55:12.48 -08:29:18.46
AUXTEL_DRP_IMAGING VB8_029 16:55:35.29 -08:29:18.46
AUXTEL_DRP_IMAGING VB8_030 16:55:58.10 -08:29:18.46
AUXTEL_DRP_IMAGING VB8_031 16:56:20.91 -08:29:18.46
AUXTEL_DRP_IMAGING VB8_032 16:56:43.72 -08:29:18.46
AUXTEL_DRP_IMAGING VB8_033 16:54:04.08 -08:23:40.05
AUXTEL_DRP_IMAGING VB8_034 16:54:26.88 -08:23:40.05
AUXTEL_DRP_IMAGING VB8_035 16:54:49.69 -08:23:40.05
AUXTEL_DRP_IMAGING VB8_036 16:55:12.49 -08:23:40.05
AUXTEL_DRP_IMAGING VB8_037 16:55:35.29 -08:23:40.05
AUXTEL_DRP_IMAGING VB8_038 16:55:58.09 -08:23:40.05
AUXTEL_DRP_IMAGING VB8_039 16:56:20.90 -08:23:40.05
AUXTEL_DRP_IMAGING VB8_040 16:56:43.70 -08:23:40.05
AUXTEL_DRP_IMAGING VB8_041 16:54:04.10 -08:18:01.64
AUXTEL_DRP_IMAGING VB8_042 16:54:26.90 -08:18:01.64
AUXTEL_DRP_IMAGING VB8_043 16:54:49.70 -08:18:01.64
AUXTEL_DRP_IMAGING VB8_044 16:55:12.50 -08:18:01.64
AUXTEL_DRP_IMAGING VB8_045 16:55:35.29 -08:18:01.64
AUXTEL_DRP_IMAGING VB8_046 16:55:58.09 -08:18:01.64
AUXTEL_DRP_IMAGING VB8_047 16:56:20.89 -08:18:01.64
AUXTEL_DRP_IMAGING VB8_048 16:56:43.68 -08:18:01.64
AUXTEL_DRP_IMAGING VB8_049 16:54:04.13 -08:12:23.23
AUXTEL_DRP_IMAGING VB8_050 16:54:26.92 -08:12:23.23
AUXTEL_DRP_IMAGING VB8_051 16:54:49.71 -08:12:23.23
AUXTEL_DRP_IMAGING VB8_052 16:55:12.50 -08:12:23.23
AUXTEL_DRP_IMAGING VB8_053 16:55:35.29 -08:12:23.23
AUXTEL_DRP_IMAGING VB8_054 16:55:58.08 -08:12:23.23
AUXTEL_DRP_IMAGING VB8_055 16:56:20.87 -08:12:23.23
AUXTEL_DRP_IMAGING VB8_056 16:56:43.66 -08:12:23.23
AUXTEL_DRP_IMAGING VB8_057 16:54:04.15 -08:06:44.82
AUXTEL_DRP_IMAGING VB8_058 16:54:26.94 -08:06:44.82
AUXTEL_DRP_IMAGING VB8_059 16:54:49.72 -08:06:44.82
AUXTEL_DRP_IMAGING VB8_060 16:55:12.51 -08:06:44.82
AUXTEL_DRP_IMAGING VB8_061 16:55:35.29 -08:06:44.82
AUXTEL_DRP_IMAGING VB8_062 16:55:58.08 -08:06:44.82
AUXTEL_DRP_IMAGING VB8_063 16:56:20.86 -08:06:44.82
AUXTEL_DRP_IMAGING VB8_064 16:56:43.65 -08:06:44.82
AUXTEL_DRP_IMAGING WFI-2026-4536_001 20:24:00.46 -45:59:00.71
AUXTEL_DRP_IMAGING WFI-2026-4536_002 20:24:32.95 -45:59:00.71
AUXTEL_DRP_IMAGING WFI-2026-4536_003 20:25:05.44 -45:59:00.71
AUXTEL_DRP_IMAGING WFI-2026-4536_004 20:25:37.94 -45:59:00.71
AUXTEL_DRP_IMAGING WFI-2026-4536_005 20:26:10.43 -45:59:00.71
AUXTEL_DRP_IMAGING WFI-2026-4536_006 20:26:42.92 -45:59:00.71
AUXTEL_DRP_IMAGING WFI-2026-4536_007 20:27:15.42 -45:59:00.71
AUXTEL_DRP_IMAGING WFI-2026-4536_008 20:27:47.91 -45:59:00.71
AUXTEL_DRP_IMAGING WFI-2026-4536_009 20:24:00.70 -45:53:22.24
AUXTEL_DRP_IMAGING WFI-2026-4536_010 20:24:33.13 -45:53:22.24
AUXTEL_DRP_IMAGING WFI-2026-4536_011 20:25:05.57 -45:53:22.24
AUXTEL_DRP_IMAGING WFI-2026-4536_012 20:25:38.00 -45:53:22.24
AUXTEL_DRP_IMAGING WFI-2026-4536_013 20:26:10.43 -45:53:22.24
AUXTEL_DRP_IMAGING WFI-2026-4536_014 20:26:42.86 -45:53:22.24
AUXTEL_DRP_IMAGING WFI-2026-4536_015 20:27:15.30 -45:53:22.24
AUXTEL_DRP_IMAGING WFI-2026-4536_016 20:27:47.73 -45:53:22.24
AUXTEL_DRP_IMAGING WFI-2026-4536_017 20:24:00.90 -45:47:43.76
AUXTEL_DRP_IMAGING WFI-2026-4536_018 20:24:33.28 -45:47:43.76
AUXTEL_DRP_IMAGING WFI-2026-4536_019 20:25:05.66 -45:47:43.76
AUXTEL_DRP_IMAGING WFI-2026-4536_020 20:25:38.05 -45:47:43.76
AUXTEL_DRP_IMAGING WFI-2026-4536_021 20:26:10.43 -45:47:43.76
AUXTEL_DRP_IMAGING WFI-2026-4536_022 20:26:42.81 -45:47:43.76
AUXTEL_DRP_IMAGING WFI-2026-4536_023 20:27:15.20 -45:47:43.76
AUXTEL_DRP_IMAGING WFI-2026-4536_024 20:27:47.58 -45:47:43.76
AUXTEL_DRP_IMAGING WFI-2026-4536_025 20:24:01.14 -45:42:05.29
AUXTEL_DRP_IMAGING WFI-2026-4536_026 20:24:33.46 -45:42:05.29
AUXTEL_DRP_IMAGING WFI-2026-4536_027 20:25:05.78 -45:42:05.29
AUXTEL_DRP_IMAGING WFI-2026-4536_028 20:25:38.11 -45:42:05.29
AUXTEL_DRP_IMAGING WFI-2026-4536_029 20:26:10.43 -45:42:05.29
AUXTEL_DRP_IMAGING WFI-2026-4536_030 20:26:42.75 -45:42:05.29
AUXTEL_DRP_IMAGING WFI-2026-4536_031 20:27:15.08 -45:42:05.29
AUXTEL_DRP_IMAGING WFI-2026-4536_032 20:27:47.40 -45:42:05.29
AUXTEL_DRP_IMAGING WFI-2026-4536_033 20:24:01.33 -45:36:26.82
AUXTEL_DRP_IMAGING WFI-2026-4536_034 20:24:33.61 -45:36:26.82
AUXTEL_DRP_IMAGING WFI-2026-4536_035 20:25:05.88 -45:36:26.82
AUXTEL_DRP_IMAGING WFI-2026-4536_036 20:25:38.16 -45:36:26.82
AUXTEL_DRP_IMAGING WFI-2026-4536_037 20:26:10.43 -45:36:26.82
AUXTEL_DRP_IMAGING WFI-2026-4536_038 20:26:42.71 -45:36:26.82
AUXTEL_DRP_IMAGING WFI-2026-4536_039 20:27:14.98 -45:36:26.82
AUXTEL_DRP_IMAGING WFI-2026-4536_040 20:27:47.26 -45:36:26.82
AUXTEL_DRP_IMAGING WFI-2026-4536_041 20:24:01.57 -45:30:48.35
AUXTEL_DRP_IMAGING WFI-2026-4536_042 20:24:33.79 -45:30:48.35
AUXTEL_DRP_IMAGING WFI-2026-4536_043 20:25:06.00 -45:30:48.35
AUXTEL_DRP_IMAGING WFI-2026-4536_044 20:25:38.22 -45:30:48.35
AUXTEL_DRP_IMAGING WFI-2026-4536_045 20:26:10.43 -45:30:48.35
AUXTEL_DRP_IMAGING WFI-2026-4536_046 20:26:42.65 -45:30:48.35
AUXTEL_DRP_IMAGING WFI-2026-4536_047 20:27:14.86 -45:30:48.35
AUXTEL_DRP_IMAGING WFI-2026-4536_048 20:27:47.07 -45:30:48.35
AUXTEL_DRP_IMAGING WFI-2026-4536_049 20:24:01.76 -45:25:09.88
AUXTEL_DRP_IMAGING WFI-2026-4536_050 20:24:33.93 -45:25:09.88
AUXTEL_DRP_IMAGING WFI-2026-4536_051 20:25:06.10 -45:25:09.88
AUXTEL_DRP_IMAGING WFI-2026-4536_052 20:25:38.26 -45:25:09.88
AUXTEL_DRP_IMAGING WFI-2026-4536_053 20:26:10.43 -45:25:09.88
AUXTEL_DRP_IMAGING WFI-2026-4536_054 20:26:42.60 -45:25:09.88
AUXTEL_DRP_IMAGING WFI-2026-4536_055 20:27:14.76 -45:25:09.88
AUXTEL_DRP_IMAGING WFI-2026-4536_056 20:27:46.93 -45:25:09.88
AUXTEL_DRP_IMAGING WFI-2026-4536_057 20:24:02.00 -45:19:31.41
AUXTEL_DRP_IMAGING WFI-2026-4536_058 20:24:34.11 -45:19:31.41
AUXTEL_DRP_IMAGING WFI-2026-4536_059 20:25:06.22 -45:19:31.41
AUXTEL_DRP_IMAGING WFI-2026-4536_060 20:25:38.32 -45:19:31.41
AUXTEL_DRP_IMAGING WFI-2026-4536_061 20:26:10.43 -45:19:31.41
AUXTEL_DRP_IMAGING WFI-2026-4536_062 20:26:42.54 -45:19:31.41
AUXTEL_DRP_IMAGING WFI-2026-4536_063 20:27:14.64 -45:19:31.41
AUXTEL_DRP_IMAGING WFI-2026-4536_064 20:27:46.75 -45:19:31.41
AUXTEL_DRP_IMAGING HS2027+0651_001 20:28:01.67 +06:38:34.40
AUXTEL_DRP_IMAGING HS2027+0651_002 20:28:24.38 +06:38:34.40
AUXTEL_DRP_IMAGING HS2027+0651_003 20:28:47.09 +06:38:34.40
AUXTEL_DRP_IMAGING HS2027+0651_004 20:29:09.79 +06:38:34.40
AUXTEL_DRP_IMAGING HS2027+0651_005 20:29:32.50 +06:38:34.40
AUXTEL_DRP_IMAGING HS2027+0651_006 20:29:55.21 +06:38:34.40
AUXTEL_DRP_IMAGING HS2027+0651_007 20:30:17.91 +06:38:34.40
AUXTEL_DRP_IMAGING HS2027+0651_008 20:30:40.62 +06:38:34.40
AUXTEL_DRP_IMAGING HS2027+0651_009 20:28:01.65 +06:44:12.80
AUXTEL_DRP_IMAGING HS2027+0651_010 20:28:24.36 +06:44:12.80
AUXTEL_DRP_IMAGING HS2027+0651_011 20:28:47.07 +06:44:12.80
AUXTEL_DRP_IMAGING HS2027+0651_012 20:29:09.79 +06:44:12.80
AUXTEL_DRP_IMAGING HS2027+0651_013 20:29:32.50 +06:44:12.80
AUXTEL_DRP_IMAGING HS2027+0651_014 20:29:55.21 +06:44:12.80
AUXTEL_DRP_IMAGING HS2027+0651_015 20:30:17.93 +06:44:12.80
AUXTEL_DRP_IMAGING HS2027+0651_016 20:30:40.64 +06:44:12.80
AUXTEL_DRP_IMAGING HS2027+0651_017 20:28:01.63 +06:49:51.19
AUXTEL_DRP_IMAGING HS2027+0651_018 20:28:24.34 +06:49:51.19
AUXTEL_DRP_IMAGING HS2027+0651_019 20:28:47.06 +06:49:51.19
AUXTEL_DRP_IMAGING HS2027+0651_020 20:29:09.78 +06:49:51.19
AUXTEL_DRP_IMAGING HS2027+0651_021 20:29:32.50 +06:49:51.19
AUXTEL_DRP_IMAGING HS2027+0651_022 20:29:55.22 +06:49:51.19
AUXTEL_DRP_IMAGING HS2027+0651_023 20:30:17.94 +06:49:51.19
AUXTEL_DRP_IMAGING HS2027+0651_024 20:30:40.66 +06:49:51.19
AUXTEL_DRP_IMAGING HS2027+0651_025 20:28:01.63 +06:55:29.58
AUXTEL_DRP_IMAGING HS2027+0651_026 20:28:24.34 +06:55:29.58
